,Draw Id,Date,Time,1,2,3,4,5,6
273,6579,05-06-2021,21:50:00,2,22,1,3,24,43
274,6578,03-06-2021,21:50:00,15,41,2,1,36,49
275,6577,01-06-2021,21:50:00,44,28,45,16,38,39
276,6576,29-05-2021,21:50:00,22,3,15,14,46,41
277,6575,27-05-2021,21:50:00,47,41,5,17,42,31
278,6574,25-05-2021,21:50:00,19,11,49,24,39,29
279,6573,22-05-2021,21:50:00,21,23,38,35,3,8
280,6572,20-05-2021,21:50:00,43,48,35,45,46,30
281,6571,18-05-2021,21:50:00,41,23,49,3,34,45
282,6570,15-05-2021,21:50:00,26,42,37,15,13,5
283,6569,13-05-2021,21:50:00,15,6,2,17,3,13
284,6568,11-05-2021,21:50:00,34,29,22,31,19,42
285,6567,08-05-2021,21:50:00,47,36,13,10,8,44
286,6566,06-05-2021,21:50:00,3,24,16,46,49,42
287,6565,04-05-2021,21:50:00,31,27,11,10,37,24
288,6564,01-05-2021,21:50:00,11,3,44,22,15,43
289,6563,29-04-2021,21:50:00,49,31,42,43,44,5
290,6562,27-04-2021,21:50:00,48,36,43,2,5,27
291,6561,24-04-2021,21:50:00,47,39,21,38,41,23
292,6560,22-04-2021,21:50:00,30,11,26,44,10,1
293,6559,20-04-2021,21:50:00,5,33,10,12,45,1
294,6558,17-04-2021,21:50:00,4,36,41,14,29,16
295,6557,15-04-2021,21:50:00,42,22,45,5,49,14
296,6556,13-04-2021,21:50:00,30,38,12,5,25,29
297,6555,10-04-2021,21:50:00,38,41,44,32,29,34
298,6554,08-04-2021,21:50:00,45,42,31,33,36,41
299,6553,06-04-2021,21:50:00,29,26,17,28,24,8
300,6552,03-04-2021,21:50:00,31,8,45,47,9,30
301,6551,01-04-2021,21:50:00,44,32,27,7,36,30
302,6550,30-03-2021,21:50:00,6,36,9,10,11,38
303,6549,27-03-2021,21:50:00,2,31,46,25,38,34
304,6548,25-03-2021,21:50:00,44,46,19,43,34,5
305,6547,23-03-2021,21:50:00,19,11,16,7,48,12
306,6546,20-03-2021,21:50:00,2,3,5,48,9,31
307,6545,18-03-2021,21:50:00,47,43,5,18,24,1
308,6544,16-03-2021,21:50:00,48,3,28,4,24,27
309,6543,13-03-2021,21:50:00,8,43,17,14,42,47
310,6542,11-03-2021,21:50:00,5,40,18,33,2,17
311,6541,09-03-2021,21:50:00,32,15,48,43,37,20
312,6540,06-03-2021,21:50:00,10,6,17,15,27,16
313,6539,04-03-2021,21:50:00,30,25,37,22,34,43
314,6538,02-03-2021,21:50:00,45,46,37,18,17,43
315,6537,27-02-2021,21:50:00,37,42,22,48,40,1
316,6536,25-02-2021,21:50:00,3,14,46,7,40,18
317,6535,23-02-2021,21:50:00,20,22,11,15,27,4
318,6534,20-02-2021,21:50:00,25,46,33,27,3,20
319,6533,18-02-2021,21:50:00,19,18,2,35,22,25
320,6532,16-02-2021,21:50:00,41,3,18,16,34,13
321,6531,13-02-2021,21:50:00,16,46,36,8,2,30
322,6530,11-02-2021,21:50:00,44,6,8,18,14,31
323,6529,09-02-2021,21:50:00,23,49,46,26,17,42
324,6528,06-02-2021,21:50:00,41,29,11,7,33,31
325,6527,04-02-2021,21:50:00,37,41,29,23,49,31
326,6526,02-02-2021,21:50:00,42,20,38,9,45,39
327,6525,30-01-2021,21:50:00,47,39,18,36,1,48
328,6524,28-01-2021,21:50:00,14,41,48,22,23,49
329,6523,26-01-2021,21:50:00,47,13,17,41,20,25
330,6522,23-01-2021,21:50:00,17,13,48,35,39,43
331,6521,21-01-2021,21:50:00,27,25,48,12,18,28
332,6520,19-01-2021,21:50:00,2,43,41,22,38,6
333,6519,16-01-2021,21:50:00,37,25,46,11,32,48
334,6518,14-01-2021,21:50:00,27,2,9,10,4,31
335,6517,12-01-2021,21:50:00,5,32,38,10,37,35
336,6516,09-01-2021,21:50:00,9,36,25,24,41,14
337,6515,07-01-2021,21:50:00,12,38,32,41,9,28
338,6514,05-01-2021,21:50:00,35,9,33,15,47,48
339,6513,02-01-2021,21:50:00,21,16,17,8,26,27
340,6512,31-12-2020,21:50:00,1,25,21,27,42,39
341,6511,29-12-2020,21:50:00,37,17,1,23,45,48
342,6510,26-12-2020,21:50:00,24,47,16,19,25,31
343,6509,24-12-2020,21:50:00,27,22,24,19,26,40
344,6508,22-12-2020,21:50:00,24,4,26,14,25,41
345,6507,19-12-2020,21:50:00,20,33,29,46,40,13
346,6506,17-12-2020,21:50:00,45,37,47,6,33,7
347,6505,15-12-2020,21:50:00,49,25,40,19,12,13
348,6504,12-12-2020,21:50:00,5,43,8,33,20,31
349,6503,10-12-2020,21:50:00,22,20,3,6,15,38
350,6502,08-12-2020,21:50:00,5,31,20,29,24,39
351,6501,05-12-2020,21:50:00,16,23,2,24,33,19
352,6500,03-12-2020,21:50:00,43,44,18,19,28,46
353,6499,01-12-2020,21:50:00,38,39,24,30,46,6
354,6498,28-11-2020,21:50:00,5,2,40,42,18,27
355,6497,26-11-2020,21:50:00,28,43,3,32,38,13
356,6496,24-11-2020,21:50:00,12,7,2,8,39,32
357,6495,21-11-2020,21:50:00,2,10,40,28,15,39
358,6494,19-11-2020,21:50:00,32,17,37,5,16,8
359,6493,17-11-2020,21:50:00,33,1,46,8,2,47
360,6492,14-11-2020,21:50:00,12,27,48,20,44,1
361,6491,12-11-2020,21:50:00,22,28,8,15,3,5
362,6490,10-11-2020,21:50:00,46,19,10,23,25,33
363,6489,07-11-2020,21:50:00,9,25,19,28,27,10
